node,node_idx,window_idx,score,threshold
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1065,0.11541918254017397,0.08488695846592693
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1066,0.12777419888913064,0.08488695846592693
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1082,0.17981469562372612,0.0846048578541588
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1083,0.362744192085455,0.0846048578541588
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1084,0.5286599548933791,0.0846048578541588
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1085,0.5980971800187933,0.0851644862127561
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1086,0.31138597228400067,0.0851644862127561
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1087,0.23224568256318112,0.0851644862127561
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1088,0.21759385761716585,0.08579678966847433
YARN6----hyg-gx-0180.odata.ncmp.unicom.local,8,1090,0.08667118351449012,0.08579678966847433
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1091,0.2700209311334088,0.08603481044961367
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1092,0.8500655845546528,0.08603481044961367
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1093,0.25142847837205634,0.08603481044961367
YARN6----hyg-gx-0229.odata.ncmp.unicom.local,9,1096,0.0944444728483226,0.08651979038040315
YARN6----hyg-gx-0004.odata.ncmp.unicom.local,0,1102,0.15661740613638647,0.08641839932848538
YARN6----hyg-gx-0273.odata.ncmp.unicom.local,12,1102,0.09275109675263511,0.08641839932848538
YARN6----hyg-gx-0253.odata.ncmp.unicom.local,11,1112,0.09390803404955922,0.08628481675290181
YARN6----hyg-gx-0091.odata.ncmp.unicom.local,4,1118,0.11221299222421743,0.08611163642411593
YARN6----hyg-gx-0180.odata.ncmp.unicom.local,8,1119,0.12520622793531516,0.08611163642411593
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1125,0.24225501986472558,0.08616993677404675
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1126,0.2623549453392613,0.08616993677404675
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1127,0.10885016241021929,0.08616993677404675
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1128,0.17982569423654385,0.0866497501887174
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1130,0.11485695144205543,0.0866497501887174
YARN6----hyg-gx-0121.odata.ncmp.unicom.local,5,1131,0.1396145448559409,0.08682338121857162
YARN6----hyg-gx-0323.odata.ncmp.unicom.local,14,1131,0.09524563579146175,0.08682338121857162
YARN6----hyg-gx-0121.odata.ncmp.unicom.local,5,1132,0.09656337848855642,0.08682338121857162
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1135,0.451555639378556,0.08719841593421947
YARN6----hyg-gx-0018.odata.ncmp.unicom.local,1,1136,0.5640127787154213,0.08719841593421947
YARN6----hyg-gx-0303.odata.ncmp.unicom.local,13,1142,0.09101506749992283,0.0873475725892001
